2456456.70192       38.422    3.502    10208.086    4.372        48.764    3.392    10206.941    4.257       48.764    3.392 -132.867   31.429   -6.319    2.084   0.7404   0.0039   0.2320   0.0074   0.2785   0.0084   0        7.193       37.042        0.009       10.000       23.100 2456456.70113  19.411000  19.407000     0.000       NaN    0.018    -1.164    0.872   -1.163    0.998    0.500  900.001 -121.863   31.610
2456456.71270       36.453    3.416    10224.392    4.340        46.792    3.303    10223.227    4.224       46.792    3.303  -23.624   25.310   -8.876    1.814   0.7420   0.0039   0.2308   0.0073   0.2692   0.0083   0        7.076       37.178        0.053       10.000       23.300 2456456.71192  19.386000  19.382000     0.000       NaN    0.018    -1.167    0.872   -1.183    0.998    0.500  900.000  -22.861   25.481
2456459.73263       77.298    4.852    10233.618    5.337        88.073    4.773    10232.848    5.243       88.073    4.773  218.024  213.010   11.840    3.687   0.7486   0.0051   0.2371   0.0106   0.2819   0.0120   0        7.157       37.080        0.012       10.000       17.700 2456459.73184  18.244000  18.240000     0.000       NaN    0.018    -0.731    0.872   -0.788    0.998    0.500  300.002 -185.536   48.281
2456459.74135      -27.969    6.176    10243.949    6.018       -17.196    6.114    10243.163    5.935      -17.196    6.114  212.578   61.920    0.059    3.704   0.7443   0.0064   0.2608   0.0148   0.2883   0.0164   0        7.035       37.629        0.087       10.000       14.200 2456459.74057  18.221000  18.217000     0.000       NaN    0.018    -0.734    0.872   -0.804    0.998    0.500  300.001  114.135   48.185
2456459.74524       85.764    6.422    10202.337    6.109        96.536    6.363    10201.543    6.027       96.536    6.363 1640.663  540.651   24.583    5.001   0.7448   0.0065   0.2397   0.0146   0.2675   0.0165   0        7.178       37.329       -0.004       10.000       14.100 2456459.74446  18.210000  18.206000     0.000       NaN    0.018    -0.735    0.872   -0.812    0.998    0.510  300.002 -137.042   82.954
2456459.75314       35.951    2.961    10228.019    3.851        46.720    2.830    10227.210    3.720       46.720    2.830  -27.210   23.307  -10.528    1.890   0.7404   0.0034   0.2469   0.0060   0.2579   0.0066   0        7.148       36.756        0.030       10.000       26.800 2456459.75235  18.189000  18.185000     0.000       NaN    0.018    -0.737    0.872   -0.827    0.998    0.500  600.001  -25.426   23.433
2456459.76045        1.586    2.911    10225.190    3.822        12.353    2.777    10224.367    3.689       12.353    2.777  116.186   27.507  -10.229    2.112   0.7424   0.0033   0.2361   0.0059   0.2622   0.0065   0        7.135       36.832        0.031       10.000       27.000 2456459.75967  18.168000  18.164000     0.000       NaN    0.018    -0.739    0.872   -0.841    0.998    0.500  600.000  118.334   27.413
2456459.76777        4.575    2.817    10195.865    3.699        15.340    2.679    10195.028    3.562       15.340    2.679   75.694   21.024  -10.423    1.803   0.7480   0.0033   0.2488   0.0057   0.2702   0.0063   0        7.146       36.785       -0.043       10.000       27.900 2456459.76698  18.148000  18.144000     0.000       NaN    0.018    -0.741    0.872   -0.855    0.998    0.500  600.001   73.826   21.189
2456459.77515       22.944    2.903    10223.868    3.800        33.707    2.769    10223.017    3.667       33.707    2.769   33.953   20.618  -10.619    1.732   0.7402   0.0034   0.2466   0.0060   0.2732   0.0066   0        7.148       36.740        0.041       10.000       26.900 2456459.77437  18.127000  18.123000     0.000       NaN    0.018    -0.743    0.872   -0.869    0.998    0.510  600.001   34.167   20.400
2456459.78234       31.528    2.852    10239.567    3.757        42.290    2.716    10238.703    3.622       42.290    2.716   26.444   19.575  -13.563    1.728   0.7391   0.0033   0.2582   0.0060   0.2788   0.0065   0        7.167       36.876        0.080       10.000       27.300 2456459.78156  18.106000  18.102000     0.000       NaN    0.018    -0.745    0.872   -0.882    0.998    0.490  600.001   26.697   19.472
2456459.78979       10.828    3.021    10205.964    3.966        21.588    2.892    10205.085    3.838       21.588    2.892  150.040   25.960   -8.143    2.153   0.7404   0.0035   0.2514   0.0063   0.2749   0.0070   0        7.075       36.866       -0.010       10.000       25.900 2456459.78901  18.084000  18.080000     0.000       NaN    0.018    -0.747    0.872   -0.897    0.998    0.510  600.001  151.273   25.910
2456459.79705       26.206    2.906    10227.426    3.832        36.964    2.772    10226.533    3.700       36.964    2.772   28.226   23.036   -8.530    1.789   0.7409   0.0034   0.2429   0.0060   0.2868   0.0067   0        7.165       36.671       -0.005       10.000       26.900 2456459.79627  18.063000  18.059000     0.000       NaN    0.018    -0.749    0.872   -0.911    0.998    0.500  600.002   27.547   22.780
2456459.80437       19.925    2.948    10227.564    3.878        30.681    2.816    10226.658    3.747       30.681    2.816   22.965   18.612   -9.769    2.083   0.7454   0.0034   0.2529   0.0062   0.2654   0.0067   0        7.186       36.748        0.014       10.000       26.500 2456459.80359  18.042000  18.038000     0.000       NaN    0.018    -0.751    0.872   -0.924    0.998    0.500  600.001   23.164   18.548
2456459.81156       22.011    3.075    10214.751    3.997        32.765    2.949    10213.831    3.870       32.765    2.949   -9.346   21.205   -8.100    2.048   0.7432   0.0036   0.2529   0.0065   0.2763   0.0072   0        7.183       36.537        0.006       10.000       25.500 2456459.81078  18.021000  18.017000     0.000       NaN    0.018    -0.753    0.872   -0.938    0.998    0.480  600.001   -7.432   21.680
2456459.81903       -6.138    2.907    10199.039    3.847         4.614    2.773    10198.105    3.715        4.614    2.773   15.162   20.375  -12.180    2.099   0.7477   0.0035   0.2490   0.0062   0.2820   0.0068   0        7.147       36.662        0.002       10.000       26.600 2456459.81825  17.999000  17.995000     0.000       NaN    0.018    -0.755    0.872   -0.952    0.998    0.500  600.001   15.047   20.600
2456459.82634        4.083    2.930    10189.817    3.867        14.833    2.797    10188.869    3.736       14.833    2.797  -26.017   18.491  -10.991    1.835   0.7440   0.0035   0.2384   0.0061   0.2724   0.0068   0        7.112       36.644        0.039       10.000       26.500 2456459.82555  17.978000  17.974000     0.000       NaN    0.018    -0.757    0.872   -0.966    0.998    0.500  600.001  -25.491   18.677
2456459.83364      -35.539    2.831    10160.186    3.761       -24.791    2.693    10159.224    3.626      -24.791    2.693   36.188   23.269  -10.941    1.829   0.7457   0.0034   0.2493   0.0059   0.2850   0.0066   0        7.094       36.853       -0.034       10.000       27.200 2456459.83286  17.957000  17.953000     0.000       NaN    0.018    -0.759    0.872   -0.980    0.998    0.500  600.001   42.869   22.976
2456459.84097      -15.509    2.705    10164.420    3.609        -4.763    2.561    10163.444    3.468       -4.763    2.561  -67.893   24.267  -13.553    1.577   0.7468   0.0033   0.2447   0.0056   0.2687   0.0062   0        7.129       36.746        0.009       10.000       28.400 2456459.84019  17.935000  17.931000     0.000       NaN    0.018    -0.760    0.872   -0.994    0.998    0.500  600.000  -66.468   24.843
