2452006.91299    50.65582     1.52781  
2452219.12096    25.56619     1.54570  
2452236.12620    33.95977     1.43767  
2452243.12955    39.73566     1.27138  
2452307.83910   -36.63496     1.83340  
2452332.98345    -3.48509     1.76428  
2452333.95580    -6.89119     1.78356  
2452334.87263     5.46080     1.71616  
2452362.97167    32.35830     1.82767  
2452389.94383    55.07098     1.71530  
2452445.73870    61.17766     1.68940  
2452573.14730   -42.59633     1.49579  
2452601.06643   -18.47011     1.49176  
2452602.07276   -12.25787     1.73432  
2452652.00091    29.77365     1.65850  
2452988.10924   -81.60320     1.55814  
2453073.92873     8.94573     1.44517  
2453153.75439     5.20455     1.49043  
2453180.74476   -53.64979     1.49107  
2453181.74155   -48.03585     1.40243  
2453397.90832  -101.19854     1.43626  
2453480.75718   -27.72202     1.39828  
2454084.08965   -22.47388     1.32634  
2454139.01647    38.85988     1.28838  
2454398.13610     7.36071     1.28636  
2454428.12858    25.16043     1.28440  
2454454.08651    55.12389     3.44443  
2454454.09262    45.14639     3.02504  
2454454.09771    39.72015     4.46342  
2454454.13597    51.48324     1.74877  
2454455.02712    50.34673     1.16609  
2454456.08370    48.27208     1.44458  
2454492.98428   -46.00269     1.52023  
2454544.93779    12.58514     1.59798  
2454544.93906    11.74359     1.29708  
2454544.94016    10.55224     1.38403  
2454545.92681    17.25861     1.46162  
2454545.92784    14.13734     1.40340  
2454545.92881    14.13616     1.32602  
2454600.84789    52.50860     1.39057  
2454600.84920    57.14699     1.51858  
2454600.85050    56.88540     1.41781  
2454601.81589    55.68784     1.49098  
2454601.81693    56.99656     1.39965  
2454601.81799    55.77526     1.39965  
2454807.16725   -25.69894     1.70244  
2454811.12352   -14.51532     1.43474  
2454819.01447    -7.81213     1.31421  
2454819.01544    -3.22332     1.46275  
2454819.01640    -6.11450     1.36369  
2454819.96226    -7.95811     1.42309  
2454819.96336    -8.01946     1.29441  
2454819.96443    -6.71077     1.33398  
2454821.98137    -5.60155     1.26476  
2454821.98266    -8.91313     1.37357  
2454821.98379    -7.00451     1.22524  
2454822.99256    -3.24251     1.11647  
2454822.99384    -3.49408     1.40307  
2454822.99502    -0.99553     1.28429  
2454847.03641    15.82815     1.69210  
2454872.89101    33.09633     1.51858  
2454872.89234    36.86470     1.49950  
2454872.89347    40.13332     1.48043  
2454929.80416   -41.41073     1.58277  
2454963.83696   -14.43072     1.58352  
2454968.83240   -17.14513     1.41755  
2454968.83354   -16.87652     1.47602  
2454968.83475   -14.29801     1.46626  
2455134.09733   -18.46360     1.52201  
2455167.12767   -94.94271     1.25725  
2455167.12891   -92.84423     1.19812  
2455167.13017   -95.38577     1.34610  
2455172.15056   -95.37661     1.45334  
2455174.06992   -94.09905     1.35190  
2455189.12142   -75.54950     1.48902  
2455197.98904   -76.04115     1.52163  
2455201.05476   -72.88665     1.42328  
2455201.05598   -74.27815     1.53233  
2455201.05720   -74.32964     1.42328  
2455229.05538   -42.68273     1.55012  
2455255.86066   -19.93391     1.45318  
2455258.05148   -17.20180     1.37689  
2455258.05313   -19.04382     1.43577  
2455258.05479   -17.63585     1.35729  
2455285.84774     7.20998     1.52814  
2455289.87795    17.31728     1.41849  
2455312.78221    31.76606     1.51343  
2455320.77586    38.19855     1.41798  
2455338.75469    35.74914     1.32435  
2455338.75580    35.65778     1.29492  
2455338.75686    37.93648     1.22634  
2455342.74999    24.91766     1.43440  
2455369.74571   -43.50482     1.31834  
2455369.74702   -47.90643     1.24082  
2455369.74847   -48.90821     1.42539  
2455372.74240   -50.04716     1.37149  
2455516.15941    59.64547     1.20893  
2455516.16050    59.06414     1.25778  
2455516.16155    59.62285     1.27735  
2455522.06049    50.02510     1.56729  
2455549.08605    52.42586     1.33548  
2455549.08718    54.03448     1.21996  
2455549.08845    56.60292     1.39352  
2455578.96042   -40.13821     1.49685  
2455578.96156   -40.61961     1.32731  
2455578.96277   -38.96110     1.48737  
2455585.06443   -67.87488     1.48207  
2455605.99365   -93.65395     1.36850  
2455608.99059   -90.58020     1.34907  
2455608.99191   -93.51182     1.32966  
2455608.99343   -88.05368     1.35878  
2455633.79438   -69.43792     1.53136  
2455637.85336   -69.73373     1.26899  
2455637.85454   -72.22517     1.35707  
2455637.85568   -70.20657     1.25922  
2455664.88787   -50.77635     1.41776  
2455664.88899   -53.84772     1.38837  
2455664.89009   -48.22907     1.43738  
2455669.90014   -43.31140     1.41776  
2455669.90153   -45.14310     1.37857  
2455669.90292   -44.43481     1.39816  
2455672.82130   -38.80472     1.61435  
2455719.74293     9.09639     1.48371  
2455719.74411    13.96494     1.38470  
2455719.74531     9.93347     1.39459  
2455875.10372    15.22150     1.25092  
2455875.10482    16.61015     1.24117  
2455875.10588    21.20885     1.27044  
2455875.10693    16.75756     1.33885  
2455878.11704    22.62223     1.44193  
2455910.98014    48.75001     1.29109  
2455910.98130    45.18858     1.12428  
2455910.98243    45.72720     1.32061  
2455910.98355    44.93582     1.32061  
2455970.89149    57.52713     1.23298  
2455970.89282    55.48550     1.32900  
2455970.89410    58.98393     1.27131  
2455970.89531    59.89245     1.23298  
2456024.77616   -68.22781     1.33861  
2456024.77844   -69.48061     1.38686  
2456024.78076   -67.91345     1.44491  
2456318.93495    13.38908     1.54761  
2456327.92685    19.69607     1.61082  
2456329.09621    22.32840     1.20799  
2456329.09755    22.73675     1.45319  
2456329.09882    22.52520     1.39419  
2456433.79985    38.41102     1.34105  
2456433.80094    39.64968     1.35053  
2456433.80198    42.11841     1.42658  
2456433.80310    38.02703     1.38849  
2456588.12578    -4.43296     1.40976  
2456640.00306    36.76167     1.36907  
2456676.91167   -12.86878     1.43723  
2456676.91281   -13.36018     1.43723  
2456676.91403   -12.70167     1.40888  
2456676.91529   -14.56322     1.35238  
