2449610.5268	-33258.0	9.0
2449612.4657	-33225.0	9.0
2449655.3067	-33272.0	7.0
2449728.2289	-33310.0	7.0
2449729.2266	-33248.0	7.0
2449730.2367	-33196.0	8.0
2449739.2682	-33221.0	8.0
2449750.2491	-33249.0	8.0
2449751.2471	-33233.0	9.0
2449753.248	    -33313.0	8.0
2449755.2534	-33187.0	7.0
2449765.2616	-33283.0	8.0
2449766.2602	-33314.0	8.0
2449766.269	    -33318.0	8.0
2449767.2594	-33233.0	8.0
2449903.54	    -33185.0	8.0
2449903.5488	-33190.0	7.0
2449904.5722	-33227.0	7.0
2449906.5974	-33256.0	7.0
2449906.6036	-33258.0	7.0
2449907.556	    -33167.0	7.0
2449908.5876	-33213.0	7.0
2449909.5704	-33299.0	7.0
2449910.5872	-33270.0	9.0
2449910.5984	-33266.0	7.0
2449969.3782	-33294.0	7.0
2449969.5823	-33290.0	7.0
2449970.4281	-33215.0	7.0
2449970.6222	-33209.0	7.0
2449971.4353	-33189.0	7.0
2449971.6131	-33212.0	8.0
2449972.3454	-33262.0	7.0
2449972.3521	-33269.0	7.0
2449974.393	    -33245.0	8.0
2449975.4237	-33200.0	7.0
2449976.4366	-33250.0	7.0
2449976.5922	-33276.0	7.0
2450021.2859	-33223.0	7.0
2450021.4437	-33224.0	7.0
2450022.3597	-33190.0	7.0
2450022.4538	-33210.0	7.0
2450023.2911	-33278.0	7.0
2450023.4251	-33282.0	7.0
2450023.4376	-33290.0	7.0
2450024.3059	-33310.0	7.0
2450024.4243	-33308.0	7.0
2450025.2538	-33238.0	7.0
2450025.4473	-33233.0	7.0
2450026.2852	-33215.0	9.0
2450026.4366	-33198.0	8.0
2450027.3954	-33238.0	7.0
2450027.4389	-33280.0	7.0
2450028.2865	-33320.0	7.0
2450028.3399	-33316.0	7.0
2450061.2777	-33294.0	7.0
2450062.2532	-33332.0	7.0
2450063.2506	-33292.0	7.0
2450070.267	     -33296.0	8.0
2450090.2525	-33222.0	9.0
2450091.2211	-33277.0	7.0
2450264.5921	-33273.0	8.0
2450265.5978	-33292.0	7.0
2450268.6023	-33253.0	7.0
2450324.48	     -33291.0	7.0
2450324.4964	-33289.0	7.0
2450325.4563	-33254.0	7.0
2450325.5858	-33250.0	7.0
2450326.4458	-33191.0	7.0
2450327.4538	-33218.0	7.0
2450328.481	    -33286.0	7.0
2450328.4954	-33288.0	7.0
2450329.4822	-33267.0	7.0
2450380.3506	-33272.0	7.0
2450381.3543	-33208.0	7.0
2450382.3684	-33232.0	7.0
2450383.3407	-33296.0	7.0
2450384.3185	-33294.0	7.0
2450385.3355	-33206.0	7.0
2450447.2301	-33309.0	9.0
2450448.2303	-33252.0	7.0
2450474.2348	-33208.0	7.0
2450475.2466	-33213.0	7.0
2450476.2687	-33305.0	7.0
2450675.5645	-33300.0	7.0
2450677.5984	-33187.0	9.0
2450678.5717	-33218.0	7.0
2450681.516	    -33194.0	7.0
2450700.5215	-33305.0	7.0
2450702.4976	-33227.0	7.0
2450703.4754	-33202.0	7.0
2450730.4311	-33294.0	7.0
2450731.4058	-33274.0	7.0
2450736.35	    -33220.0	8.0
2450766.3084	-33213.0	7.0
2450770.294	    -33222.0	8.0
2450773.3718	-33317.0	7.0
2450795.2702	-33255.0	8.0
2450822.2472	-33247.0	7.0
2450823.2515	-33310.0	7.0
2450824.2428	-33307.0	7.0
2451023.6254	-33250.0	7.0
2451026.5557	-33288.0	8.0
2451053.5191	-33220.0	8.0
2451058.5707	-33197.0	7.0
2451088.4154	-33213.0	7.0
2451118.3504	-33227.0	7.0
2451158.2423	-33313.0	7.0
2451390.5824	-33305.0	8.0
2451391.611	    -33242.0	7.0
2451392.5997	-33191.0	7.0
2451417.4959	-33210.0	7.0
2451418.4711	-33197.0	7.0
2451420.4989	-33291.0	8.0
2451423.5447	-33260.0	7.0
2451438.4669	-33224.0	7.0
2451442.4796	-33252.0	7.0
2451466.4114	-33286.0	7.0
2451467.4121	-33285.0	7.0
2451505.3236	-33297.0	8.0
2451510.3503	-33243.0	7.0
2451781.532	    -33201.0	7.0
2451782.4879	-33207.0	7.0
2451783.5073	-33276.0	7.0
2451783.5442	-33277.0	8.0
2451784.5082	-33297.0	8.0
2451785.573	    -33227.0	7.0
2451786.5097	-33193.0	7.0
2451803.462	    -33215.0	7.0
2451882.2379	-33292.0	8.0
2452111.5881	-33199.0	7.0
2452114.6031	-33296.0	7.0
2452115.6032	-33214.0	7.0
2452116.5952	-33192.0	7.0
2452117.5246	-33262.0	7.0
2452136.5761	-33223.0	7.0
2452137.5644	-33175.0	7.0
2452158.5288	-33194.0	7.0
2452159.5751	-33258.0	7.0
2452160.5717	-33315.0	7.0
2452197.4041	-33220.0	7.0
2452198.3617	-33304.0	7.0
2452217.4169	-33216.0	7.0
2452250.3148	-33283.0	8.0
2452488.5851	-33194.0	7.0
2452532.508	    -33308.0	8.0
2452533.5047	-33308.0	8.0
2452561.3035	-33250.0	7.0
2452565.4601	-33232.0	7.0
2452612.3548	-33266.0	8.0
2452833.6049	-33315.0	7.0
2452852.6161	-33196.0	7.0
2452858.5822	-33300.0	8.0
2452887.5339	-33275.0	7.0
