 5
 2.9591397689959591E-04 
 0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 
 0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 
 2.8253286448777259E-07 
-2.9846954502164098E+00  3.9301089735360448E+00 -2.9985669100950442E-02 
-6.2569693055620169E-03 -4.8940159879345118E-03  1.6253464162486067E-05 
 8.4507713127025133E-08 
-8.8716258305605109E+00 -4.3596705443514718E+00 -5.0907454186521386E-02 
 2.3060514921028081E-03 -4.8587252192713445E-03 -7.9317320514387586E-05 
 1.2939446774480351E-08 
 1.4276613930746171E+01  1.3602520580708454E+01 -6.2135078634229825E-02 
-2.4761182430909742E-03  2.9087777103898910E-03 -6.8656110497058065E-05 
 1.5321125001842762E-08 
-1.5442977272373147E+01 -2.5678016109994942E+01 -3.1930230468939896E-01 
 2.6951799908098962E-03 -1.6281992469594085E-03 -2.8234947702693937E-05 
