2453007.54185      -11.873    1.495    43611.656    1.576       -12.652    1.215    43611.550    1.314      -12.652    1.215    4.820   10.144    6.192    1.493   0.6630   0.0015   0.1811   0.0018   0.2239   0.0022   0       17.245     3671.976        0.000        0.000       54.400 2453007.54111 -16.857000 -16.862000     0.000       NaN    0.000    -0.147    0.872   -0.106    0.870    0.510  831.096    4.778   10.123
2453015.58356      -10.551    1.520    41511.995    1.852       -11.580    1.245    41512.155    1.560      -11.580    1.245   12.688   10.995   -6.313    2.572   0.6468   0.0018   0.1797   0.0023   0.2200   0.0027   0       16.450     2306.907        0.000        0.000       46.600 2453015.58282 -18.861000 -18.866000     0.000       NaN    0.001    -0.398    0.872    0.159    0.998    0.510  802.701   12.646   10.967
2453297.84287       -0.923    1.184    23455.545    1.232        -2.110    1.038    23454.800    1.113       -2.110    1.038   -6.965    9.148   15.433    1.555   0.6567   0.0014   0.1755   0.0017   0.2220   0.0020   0        6.381       45.817        0.048       23.400       59.400 2453297.84212   9.303000   9.298000     0.000       NaN    0.018    -0.556    0.569   -0.763    0.528    0.490  611.083   -7.043    9.152
2453298.79197        2.349    1.225    23457.751    1.551         1.051    1.026    23457.803    1.188        1.051    1.026    1.793    9.879   15.315    1.322   0.6601   0.0016   0.1802   0.0019   0.2189   0.0023   0        6.362       45.934        0.045       23.400       54.300 2453298.79121   9.088000   9.083000     0.000       NaN    0.018    -0.667    0.670    0.034    0.998    0.510  899.983    1.658    9.878
2453367.66630       17.577    1.375    23469.728    1.470        16.160    1.064    23469.111    1.079       16.160    1.064    9.758    9.013    1.393    1.383   0.6617   0.0015   0.1813   0.0017   0.2154   0.0020   0        6.364       46.018        0.033       23.400       59.700 2453367.66555 -15.736000 -15.741000     0.000       NaN    0.023    -0.785    0.872   -0.640    0.998    0.510  611.096    9.744    8.961
2453729.69690       -4.399    1.013    23447.268    1.070        -6.329    0.837    23446.117    0.757       -6.329    0.837    7.708    7.063    2.602    1.166   0.6628   0.0011   0.1826   0.0013   0.2173   0.0015   0        6.369       45.795        0.036       23.400       76.600 2453729.69615 -14.861000 -14.866000     0.000       NaN    0.045    -1.299    0.571   -1.196    0.756    0.500  899.998    7.813    7.065
2453790.53003        4.290    1.403    23454.568    1.489         4.410    1.123    23455.475    1.113        4.410    1.123   11.228    8.280    0.424    1.561   0.6669   0.0015   0.1823   0.0018   0.2232   0.0021   0        6.355       45.873        0.035       23.400       57.800 2453790.52939 -21.898000 -21.903000     0.000       NaN    0.049     0.752    0.842    0.858    0.989    0.500  611.101   11.160    8.282
2454751.79634        5.151    1.945    23458.406    2.222         4.771    1.739    23458.201    1.985        4.771    1.739   -3.134   14.415   27.887    2.112   0.6841   0.0023   0.1943   0.0028   0.2329   0.0033   0        6.379       45.134        0.043       23.400       40.400 2454751.79571  11.771000  11.767000     0.000       NaN    0.110     0.252    0.872   -0.315    0.998    0.500 1200.000   -3.205   14.409
2455218.64596       10.405    1.254    23464.098    1.375         9.773    1.053    23463.304    1.011        9.773    1.053   10.296    8.750    0.915    1.403   0.6425   0.0014   0.1764   0.0016   0.2169   0.0019   0        6.341       45.831        0.030       23.400       62.600 2455218.64519 -21.092000 -21.097000     0.000       NaN    0.139    -0.001    0.681   -0.933    0.931    0.500  611.101   10.265    8.751
2455260.51499      -18.334    1.402    23432.862    1.454       -18.127    1.098    23434.526    1.058      -18.127    1.098    4.756    9.603   -7.196    1.570   0.6390   0.0014   0.1740   0.0016   0.2149   0.0020   0        6.310       46.006        0.033       23.400       61.100 2455260.51422 -20.900000 -20.905000     0.000       NaN    0.141     0.839    0.872    1.523    0.998    0.510  900.000    4.714    9.629
2455261.54635      -14.554    1.448    23436.984    1.513       -14.355    1.156    23438.590    1.138      -14.355    1.156   -5.523   11.008   -9.505    1.596   0.6334   0.0015   0.1752   0.0017   0.2196   0.0021   0        6.309       46.021        0.032       23.400       58.000 2455261.54559 -20.811000 -20.816000     0.000       NaN    0.142     0.830    0.872    1.464    0.998    0.480  900.001   -5.622   11.025
2455454.90451        6.378    1.731    23456.697    1.916         5.577    1.541    23455.968    1.636        5.577    1.541  -11.390   12.717    1.468    1.996   0.6539   0.0019   0.1834   0.0023   0.2227   0.0027   0        6.345       45.994        0.028       23.400       46.400 2455454.90375  18.703000  18.698000     0.000       NaN    0.154    -0.170    0.789   -0.883    0.998    0.510  611.101  -11.417   12.708
2455464.85546      -13.864    1.430    23440.518    1.246       -14.772    1.134    23439.090    1.092      -14.772    1.134  -10.033   10.834    7.082    1.310   0.6496   0.0015   0.1761   0.0016   0.2195   0.0019   0        6.367       45.845        0.037       23.400       60.600 2455464.85468  16.635000  16.631000     0.000       NaN    0.154    -0.277    0.872   -1.582    0.600    0.480  650.001  -10.123   10.848
2455481.82194        0.032    1.555    23449.482    1.616         1.306    1.357    23452.051    1.386        1.306    1.357   -0.814   10.199    4.671    1.753   0.6542   0.0017   0.1745   0.0020   0.2203   0.0024   0        6.368       45.859        0.015       23.400       51.700 2455481.82117  11.873000  11.869000     0.000       NaN    0.155     1.906    0.760    2.414    0.832    0.480  900.001   -0.830   10.200
2455492.81158        5.153    1.326    23459.381    1.269         4.488    1.043    23460.102    1.001        4.488    1.043  -16.323    8.627   -2.120    1.266   0.6428   0.0015   0.1809   0.0016   0.2154   0.0019   0        6.314       45.991        0.036       23.400       62.800 2455492.81081   8.152000   8.148000     0.000       NaN    0.156    -0.034    0.819    0.565    0.780    0.490  900.001  -16.316    8.640
