2457983.57531        2.493    1.610          NaN      NaN         3.012    1.268          NaN      NaN        3.012    1.268  -10.956    9.493   -0.513    0.713   0.4030   0.0013   0.2711   0.0016   0.3961   0.0021   0          NaN          NaN          NaN    99999.000       60.500 2457983.57450  -9.001000  -9.003000     0.000       NaN    0.000    -1.084    0.992   -1.130    1.094    0.490  599.998   -6.270   22.046
2457983.58268        0.518    1.602          NaN      NaN         1.049    1.258          NaN      NaN        1.049    1.258   12.426   11.280    1.428    0.879   0.4066   0.0013   0.2776   0.0016   0.3973   0.0021   0          NaN          NaN          NaN    99999.000       60.900 2457983.58188  -9.021000  -9.024000     0.000       NaN    0.000    -1.073    0.992   -1.135    1.094    0.500  599.998   15.152   22.303
2457983.58999        1.176    1.597          NaN      NaN         1.718    1.252          NaN      NaN        1.718    1.252    2.294    9.510    0.146    0.746   0.4076   0.0013   0.2776   0.0016   0.3969   0.0021   0          NaN          NaN          NaN    99999.000       60.900 2457983.58918  -9.042000  -9.045000     0.000       NaN    0.000    -1.062    0.992   -1.140    1.094    0.500  599.998    3.033   20.177
2457983.59737       -0.818    1.582          NaN      NaN        -0.265    1.232          NaN      NaN       -0.265    1.232  -20.763    9.681   -2.395    0.978   0.4079   0.0013   0.2812   0.0016   0.3996   0.0021   0          NaN          NaN          NaN    99999.000       61.300 2457983.59656  -9.064000  -9.067000     0.000       NaN    0.000    -1.050    0.992   -1.145    1.094    0.510  599.998  -22.426   19.449
2457983.60455       -0.384    1.588          NaN      NaN         0.181    1.240          NaN      NaN        0.181    1.240    5.436    9.618    0.444    0.789   0.4030   0.0013   0.2804   0.0016   0.3976   0.0021   0          NaN          NaN          NaN    99999.000       61.000 2457983.60374  -9.085000  -9.088000     0.000       NaN    0.000    -1.039    0.992   -1.150    1.094    0.490  599.998    4.970   18.181
2457983.61185       -3.444    1.629          NaN      NaN        -2.868    1.292          NaN      NaN       -2.868    1.292  -15.021   10.591    3.245    1.119   0.4084   0.0013   0.2791   0.0016   0.3959   0.0022   0          NaN          NaN          NaN    99999.000       59.400 2457983.61104  -9.106000  -9.109000     0.000       NaN    0.000    -1.028    0.992   -1.155    1.094    0.490  599.998  -15.968   18.015
2457983.61929       -0.141    1.641          NaN      NaN         0.446    1.307          NaN      NaN        0.446    1.307    3.712   11.401   -0.029    0.982   0.4068   0.0014   0.2801   0.0016   0.3982   0.0022   0          NaN          NaN          NaN    99999.000       58.800 2457983.61848  -9.128000  -9.131000     0.000       NaN    0.000    -1.016    0.992   -1.160    1.094    0.510  599.998    3.969   18.640
2457983.62653        1.485    1.604          NaN      NaN         2.083    1.261          NaN      NaN        2.083    1.261   16.332   10.883   -0.905    0.859   0.4084   0.0013   0.2801   0.0016   0.3969   0.0021   0          NaN          NaN          NaN    99999.000       60.900 2457983.62572  -9.150000  -9.153000     0.000       NaN    0.000    -1.005    0.992   -1.165    1.094    0.500  599.998   18.509   18.559
2457983.63383       -2.766    1.682          NaN      NaN        -2.156    1.358          NaN      NaN       -2.156    1.358   18.455    9.888   -0.387    0.909   0.4078   0.0014   0.2780   0.0017   0.3990   0.0022   0          NaN          NaN          NaN    99999.000       57.400 2457983.63302  -9.172000  -9.175000     0.000       NaN    0.000    -0.994    0.992   -1.170    1.094    0.500  599.998   21.932   18.188
2457983.64113        1.634    1.642          NaN      NaN         2.255    1.308          NaN      NaN        2.255    1.308    8.718   10.353    2.039    0.731   0.4047   0.0013   0.2832   0.0016   0.3979   0.0021   0          NaN          NaN          NaN    99999.000       60.100 2457983.64032  -9.194000  -9.197000     0.000       NaN    0.000    -0.983    0.992   -1.174    1.094    0.500  599.998   13.178   19.313
