None,5.651
0.100040016,5.652
0.099959984,5.653
0.099879952,5.653
0.09979992,5.654
0.099719888,5.654
0.099639856,5.655
0.099559824,5.655
0.099479792,5.656
0.09939976,5.656
0.099319728,5.656
0.099239696,5.656
0.099159664,5.656
0.099079632,5.657
0.0989996,5.658
0.098919568,5.658
0.098839536,5.659
0.098759504,5.659
0.098679472,5.659
0.09859944,5.659
0.098519408,5.66
0.098439376,5.66
0.098359344,5.66
0.098279312,5.66
0.09819928,5.661
0.098119248,5.662
0.098039216,5.662
0.097959184,5.662
0.097879152,5.663
0.09779912,5.664
0.097719088,5.664
0.097639056,5.665
0.097559024,5.665
0.097478992,5.665
0.09739896,5.666
0.097318928,5.667
0.097238896,5.667
0.097158864,5.668
0.097078832,5.67
0.0969988,5.671
0.096918768,5.671
0.096838735,5.671
0.096758703,5.672
0.096678671,5.672
0.096598639,5.672
0.096518607,5.674
0.096438575,5.674
0.096358543,5.674
0.096278511,5.675
0.096198479,5.676
0.096118447,5.677
0.096038415,5.678
0.095958383,5.678
0.095878351,5.678
0.095798319,5.679
0.095718287,5.679
0.095638255,5.68
0.095558223,5.68
0.095478191,5.681
0.095398159,5.681
0.095318127,5.681
0.095238095,5.682
0.095158063,5.683
0.095078031,5.683
0.094997999,5.683
0.094917967,5.683
0.094837935,5.684
0.094757903,5.685
0.094677871,5.686
0.094597839,5.687
0.094517807,5.687
0.094437775,5.687
0.094357743,5.688
0.094277711,5.688
0.094197679,5.688
0.094117647,5.689
0.094037615,5.689
0.093957583,5.69
0.093877551,5.69
0.093797519,5.69
0.093717487,5.69
0.093637455,5.691
0.093557423,5.691
0.093477391,5.691
0.093397359,5.691
0.093317327,5.693
0.093237295,5.694
0.093157263,5.695
0.093077231,5.695
0.092997199,5.695
0.092917167,5.696
0.092837135,5.696
0.092757103,5.696
0.092677071,5.696
0.092597039,5.697
0.092517007,5.697
0.092436975,5.698
0.092356943,5.699
0.092276911,5.699
0.092196879,5.701
0.092116847,5.701
0.092036815,5.702
0.091956783,5.702
0.091876751,5.702
0.091796719,5.702
0.091716687,5.702
0.091636655,5.702
0.091556623,5.702
0.091476591,5.703
0.091396559,5.704
0.091316527,5.704
0.091236495,5.705
0.091156463,5.705
0.091076431,5.705
0.090996399,5.706
