 2456256.385215     -14.892160      1.438510   
 2456484.725489     -13.089290      0.881820   
 2456486.711822     -12.433460      0.773110   
 2456516.613048     -11.539810      0.888740   
 2456527.650274     -16.692010      1.443630   
 2456533.534576     -11.956520      0.744990   
 2456534.603191     -11.534520      1.052830   
 2456535.590052     -9.693510      0.790500   
 2456544.696508     -13.131820      0.788700   
 2456548.771078     -13.139110      0.777170   
 2456549.673905     -12.760070      0.771950   
 2456564.619909     -12.269930      0.713000   
 2456566.711727     -13.839260      0.917640   
 2456569.578542     -15.213960      0.742620   
 2456581.616440     -14.295784      1.397725   
 2456583.530173     -10.545390      0.931460   
 2456603.498966     -13.671010      0.779500   
 2456604.536367     -14.124620      1.090380   
 2456605.517981     -11.752740      0.970730   
 2456606.488310     -9.787810      1.252040   
 2456607.539433     -13.438570      0.666260   
 2456608.507769     -14.640460      0.760140   
 2456617.580325     -12.444860      1.044460   
 2456621.465372     -13.715120      0.881530   
 2456622.460716     -11.989830      0.852290   
 2456623.395772     -12.818256      1.141275   
 2456854.653544     -8.728480      0.733420   
 2456855.638354     -11.438350      0.751790   
 2456879.626025     -8.411880      0.765090   
 2456880.617785     -12.023740      1.076010   
 2456881.558684     -11.099440      0.987020   
 2456892.614086     -10.009930      0.739640   
 2456893.605352     -7.870050      1.025270   
 2456894.624454     -10.721880      1.155280   
 2456898.601590     -8.296700      0.810410   
 2456899.610063     -8.114540      0.925230   
 2456903.624637     -8.441740      0.690090   
 2456904.626819     -9.634090      0.663800   
 2456905.615656     -9.891750      0.713620   
 2456907.610884     -11.846410      0.688370   
 2456909.494355     -10.649180      0.657840   
 2456918.683370     -13.844710      0.914320   
 2456919.613046     -9.337670      0.781040   
 2456920.621034     -8.729760      0.713130   
 2456928.692066     -17.487690      1.016650   
 2456929.699267     -13.453690      0.720660   
 2456930.682531     -11.083510      0.873360   
 2456931.687854     -10.098090      0.713170   
 2456932.659888     -9.754000      0.844280   
 2456937.661675     -10.193040      0.639840   
 2456938.666214     -9.857060      0.705940   
 2456939.676041     -9.662060      1.062630   
 2456940.658331     -10.172540      1.037980   
 2456943.664465     -10.524270      0.896400   
 2457239.611624     -10.760440      0.710820   
 2457240.612276     -8.891890      0.810690   
 2457241.617616     -9.791350      0.879500   
 2457242.681223     -9.533920      3.165990   
 2457249.658277     -10.896830      1.009600   
 2457250.640045     -4.690790      2.589430   
 2457251.626582     -8.168620      0.728930   
 2457260.593696     -12.107500      0.799800   
 2457261.612091     -8.712390      0.818820   
 2457262.585343     -7.730630      0.915630   
 2457263.585217     -8.204720      1.936850   
 2457264.584267     -9.150630      0.967780   
 2457274.572688     -13.298300      0.910970   
 2457275.568719     -10.624140      0.932980   
 2457276.595769     -9.896290      0.759560   
 2457277.565153     -8.700750      0.751390   
 2457278.590800     -10.643400      0.813600   
 2457282.584056     -9.487150      0.739460   
 2457285.612792     -10.877420      1.188050   
 2457286.620489     -11.063410      0.779660   
 2457287.598335     -12.273280      1.074550   
 2457293.595271     -10.223160      0.827370   
 2457294.692961     -10.012720      1.158410   
 2457296.588028     -14.515730      0.726130   
 2457303.556739     -9.823820      0.793730   
 2457304.664981     -8.831760      0.712450   
 2457307.572046     -8.183600      0.696270   
 2457308.575919     -10.034100      0.834750   
 2457352.455390     -9.590590      3.478090   
 2457353.497560     -13.081470      1.663970   
 2457608.634287     -12.225263      0.888100   
 2457609.700527     -11.519886      1.317765   
 2457610.609694     -13.616850      2.279970   
 2457623.551731     -10.208000      0.871690   
 2457624.528435     -10.176730      0.884260   
 2457625.655552     -11.098990      0.841890   
 2457626.644131     -11.636010      0.984580   
 2457637.619506     -9.846110      1.029490   
 2457638.612935     -12.752510      0.965060   
 2457650.487852     -12.463090      0.956320   
 2457652.669803     -10.392060      0.873170   
 2457653.606373     -13.514050      1.081760   
 2457654.622239     -13.714730      1.301330   
 2457679.450369     -11.813750      0.703830   
 2457680.522474     -8.928270      0.877800   
 2457681.561810     -9.629540      0.756140   
 2457683.510457     -11.712450      0.946230   
 2457703.386571     -12.123380      0.902670   
 2457705.595095     -12.036910      1.320420   
 2457750.379823     -12.825390      1.170610   
 2457756.356343     -10.654090      1.139070   
 2457757.386042     -10.877800      0.972040   
 2457762.381934     -11.666950      1.072260   
 2457769.375551     -13.659274      1.620115   
 2457770.373845     -11.119641      0.865280   
 2457772.373570     -12.916760      0.810140   
 2457969.663783     -12.305210      0.928590   
 2457977.623823     -10.146980      0.904740   
 2457991.699118     -20.095480      0.989760   
 2458005.613887     -12.109930      0.757810   
 2458008.609672     -10.908890      0.781770   
 2458037.601722     -12.376160      1.147660   
 2458065.539537     -14.106370      2.689550   
